old_name,new_name,file_type,relative_path
IQ_000059.wav,IQ_000059.wav,Audio,data\raw\audio\IQ_000059.wav
IQ_000060.wav,IQ_000060.wav,Audio,data\raw\audio\IQ_000060.wav
IQ_000061.wav,IQ_000061.wav,Audio,data\raw\audio\IQ_000061.wav
IQ_000062.wav,IQ_000062.wav,Audio,data\raw\audio\IQ_000062.wav
IQ_000063.wav,IQ_000063.wav,Audio,data\raw\audio\IQ_000063.wav
IQ_000064.wav,IQ_000064.wav,Audio,data\raw\audio\IQ_000064.wav
IQ_000065.wav,IQ_000065.wav,Audio,data\raw\audio\IQ_000065.wav
IQ_000066.wav,IQ_000066.wav,Audio,data\raw\audio\IQ_000066.wav
IQ_000067.wav,IQ_000067.wav,Audio,data\raw\audio\IQ_000067.wav
IQ_000068.wav,IQ_000068.wav,Audio,data\raw\audio\IQ_000068.wav
IQ_000069.wav,IQ_000069.wav,Audio,data\raw\audio\IQ_000069.wav
IQ_000070.wav,IQ_000070.wav,Audio,data\raw\audio\IQ_000070.wav
IQ_000071.wav,IQ_000071.wav,Audio,data\raw\audio\IQ_000071.wav
IQ_000072.wav,IQ_000072.wav,Audio,data\raw\audio\IQ_000072.wav
IQ_000073.wav,IQ_000073.wav,Audio,data\raw\audio\IQ_000073.wav
IQ_000074.wav,IQ_000074.wav,Audio,data\raw\audio\IQ_000074.wav
IQ_000075.wav,IQ_000075.wav,Audio,data\raw\audio\IQ_000075.wav
IQ_000076.wav,IQ_000076.wav,Audio,data\raw\audio\IQ_000076.wav
IQ_000077.wav,IQ_000077.wav,Audio,data\raw\audio\IQ_000077.wav
IQ_000078.wav,IQ_000078.wav,Audio,data\raw\audio\IQ_000078.wav
IQ_000079.wav,IQ_000079.wav,Audio,data\raw\audio\IQ_000079.wav
IQ_000080.wav,IQ_000080.wav,Audio,data\raw\audio\IQ_000080.wav
IQ_000001.txt,IQ_000001.txt,Transcript,data\raw\transcripts\IQ_000001.txt
IQ_000002.txt,IQ_000002.txt,Transcript,data\raw\transcripts\IQ_000002.txt
IQ_000003.txt,IQ_000003.txt,Transcript,data\raw\transcripts\IQ_000003.txt
IQ_000004.txt,IQ_000004.txt,Transcript,data\raw\transcripts\IQ_000004.txt
IQ_000005.txt,IQ_000005.txt,Transcript,data\raw\transcripts\IQ_000005.txt
IQ_000006.txt,IQ_000006.txt,Transcript,data\raw\transcripts\IQ_000006.txt
IQ_000007.txt,IQ_000007.txt,Transcript,data\raw\transcripts\IQ_000007.txt
IQ_000008.txt,IQ_000008.txt,Transcript,data\raw\transcripts\IQ_000008.txt
IQ_000009.txt,IQ_000009.txt,Transcript,data\raw\transcripts\IQ_000009.txt
IQ_000010.txt,IQ_000010.txt,Transcript,data\raw\transcripts\IQ_000010.txt
IQ_000011.txt,IQ_000011.txt,Transcript,data\raw\transcripts\IQ_000011.txt
IQ_000012.txt,IQ_000012.txt,Transcript,data\raw\transcripts\IQ_000012.txt
IQ_000013.txt,IQ_000013.txt,Transcript,data\raw\transcripts\IQ_000013.txt
IQ_000014.txt,IQ_000014.txt,Transcript,data\raw\transcripts\IQ_000014.txt
IQ_000015.txt,IQ_000015.txt,Transcript,data\raw\transcripts\IQ_000015.txt
IQ_000016.txt,IQ_000016.txt,Transcript,data\raw\transcripts\IQ_000016.txt
IQ_000017.txt,IQ_000017.txt,Transcript,data\raw\transcripts\IQ_000017.txt
IQ_000018.txt,IQ_000018.txt,Transcript,data\raw\transcripts\IQ_000018.txt
IQ_000019.txt,IQ_000019.txt,Transcript,data\raw\transcripts\IQ_000019.txt
IQ_000020.txt,IQ_000020.txt,Transcript,data\raw\transcripts\IQ_000020.txt
IQ_000021.txt,IQ_000021.txt,Transcript,data\raw\transcripts\IQ_000021.txt
IQ_000022.txt,IQ_000022.txt,Transcript,data\raw\transcripts\IQ_000022.txt
IQ_000023.txt,IQ_000023.txt,Transcript,data\raw\transcripts\IQ_000023.txt
IQ_000024.txt,IQ_000024.txt,Transcript,data\raw\transcripts\IQ_000024.txt
IQ_000025.txt,IQ_000025.txt,Transcript,data\raw\transcripts\IQ_000025.txt
IQ_000026.txt,IQ_000026.txt,Transcript,data\raw\transcripts\IQ_000026.txt
IQ_000027.txt,IQ_000027.txt,Transcript,data\raw\transcripts\IQ_000027.txt
IQ_000028.txt,IQ_000028.txt,Transcript,data\raw\transcripts\IQ_000028.txt
IQ_000029.txt,IQ_000029.txt,Transcript,data\raw\transcripts\IQ_000029.txt
IQ_000030.txt,IQ_000030.txt,Transcript,data\raw\transcripts\IQ_000030.txt
IQ_000031.txt,IQ_000031.txt,Transcript,data\raw\transcripts\IQ_000031.txt
IQ_000032.txt,IQ_000032.txt,Transcript,data\raw\transcripts\IQ_000032.txt
IQ_000033.txt,IQ_000033.txt,Transcript,data\raw\transcripts\IQ_000033.txt
IQ_000034.txt,IQ_000034.txt,Transcript,data\raw\transcripts\IQ_000034.txt
IQ_000035.txt,IQ_000035.txt,Transcript,data\raw\transcripts\IQ_000035.txt
IQ_000036.txt,IQ_000036.txt,Transcript,data\raw\transcripts\IQ_000036.txt
IQ_000037.txt,IQ_000037.txt,Transcript,data\raw\transcripts\IQ_000037.txt
IQ_000038.txt,IQ_000038.txt,Transcript,data\raw\transcripts\IQ_000038.txt
IQ_000039.txt,IQ_000039.txt,Transcript,data\raw\transcripts\IQ_000039.txt
IQ_000040.txt,IQ_000040.txt,Transcript,data\raw\transcripts\IQ_000040.txt
IQ_000041.txt,IQ_000041.txt,Transcript,data\raw\transcripts\IQ_000041.txt
IQ_000042.txt,IQ_000042.txt,Transcript,data\raw\transcripts\IQ_000042.txt
IQ_000043.txt,IQ_000043.txt,Transcript,data\raw\transcripts\IQ_000043.txt
IQ_000044.txt,IQ_000044.txt,Transcript,data\raw\transcripts\IQ_000044.txt
IQ_000045.txt,IQ_000045.txt,Transcript,data\raw\transcripts\IQ_000045.txt
IQ_000046.txt,IQ_000046.txt,Transcript,data\raw\transcripts\IQ_000046.txt
IQ_000047.txt,IQ_000047.txt,Transcript,data\raw\transcripts\IQ_000047.txt
IQ_000048.txt,IQ_000048.txt,Transcript,data\raw\transcripts\IQ_000048.txt
IQ_000049.txt,IQ_000049.txt,Transcript,data\raw\transcripts\IQ_000049.txt
IQ_000050.txt,IQ_000050.txt,Transcript,data\raw\transcripts\IQ_000050.txt
IQ_000051.txt,IQ_000051.txt,Transcript,data\raw\transcripts\IQ_000051.txt
IQ_000052.txt,IQ_000052.txt,Transcript,data\raw\transcripts\IQ_000052.txt
IQ_000053.txt,IQ_000053.txt,Transcript,data\raw\transcripts\IQ_000053.txt
IQ_000054.txt,IQ_000054.txt,Transcript,data\raw\transcripts\IQ_000054.txt
IQ_000055.txt,IQ_000055.txt,Transcript,data\raw\transcripts\IQ_000055.txt
IQ_000056.txt,IQ_000056.txt,Transcript,data\raw\transcripts\IQ_000056.txt
IQ_000057.txt,IQ_000057.txt,Transcript,data\raw\transcripts\IQ_000057.txt
IQ_000058.txt,IQ_000058.txt,Transcript,data\raw\transcripts\IQ_000058.txt
IQ_000059.txt,IQ_000059.txt,Transcript,data\raw\transcripts\IQ_000059.txt
IQ_000060.txt,IQ_000060.txt,Transcript,data\raw\transcripts\IQ_000060.txt
IQ_000061.txt,IQ_000061.txt,Transcript,data\raw\transcripts\IQ_000061.txt
IQ_000062.txt,IQ_000062.txt,Transcript,data\raw\transcripts\IQ_000062.txt
IQ_000063.txt,IQ_000063.txt,Transcript,data\raw\transcripts\IQ_000063.txt
IQ_000064.txt,IQ_000064.txt,Transcript,data\raw\transcripts\IQ_000064.txt
IQ_000065.txt,IQ_000065.txt,Transcript,data\raw\transcripts\IQ_000065.txt
IQ_000066.txt,IQ_000066.txt,Transcript,data\raw\transcripts\IQ_000066.txt
IQ_000067.txt,IQ_000067.txt,Transcript,data\raw\transcripts\IQ_000067.txt
IQ_000068.txt,IQ_000068.txt,Transcript,data\raw\transcripts\IQ_000068.txt
IQ_000069.txt,IQ_000069.txt,Transcript,data\raw\transcripts\IQ_000069.txt
IQ_000070.txt,IQ_000070.txt,Transcript,data\raw\transcripts\IQ_000070.txt
IQ_000071.txt,IQ_000071.txt,Transcript,data\raw\transcripts\IQ_000071.txt
IQ_000072.txt,IQ_000072.txt,Transcript,data\raw\transcripts\IQ_000072.txt
IQ_000073.txt,IQ_000073.txt,Transcript,data\raw\transcripts\IQ_000073.txt
IQ_000074.txt,IQ_000074.txt,Transcript,data\raw\transcripts\IQ_000074.txt
IQ_000075.txt,IQ_000075.txt,Transcript,data\raw\transcripts\IQ_000075.txt
IQ_000076.txt,IQ_000076.txt,Transcript,data\raw\transcripts\IQ_000076.txt
IQ_000077.txt,IQ_000077.txt,Transcript,data\raw\transcripts\IQ_000077.txt
IQ_000078.txt,IQ_000078.txt,Transcript,data\raw\transcripts\IQ_000078.txt
IQ_000079.txt,IQ_000079.txt,Transcript,data\raw\transcripts\IQ_000079.txt
IQ_000080.txt,IQ_000080.txt,Transcript,data\raw\transcripts\IQ_000080.txt
